fips,year,Total Amount
36121,2019,0
36121,2020,1
36121,2021,0
36123,2000,0
36123,2001,0
36123,2002,0
36123,2003,1
36123,2004,0
36123,2005,0
36123,2006,0
36123,2007,0
36123,2008,0
36123,2009,0
36123,2010,0
36123,2011,0
36123,2012,0
36123,2013,0
36123,2014,0
36123,2015,0
36123,2016,0
36123,2017,0
36123,2018,0
36123,2019,0
36123,2020,0
36123,2021,0
37001,2000,0
37001,2001,0
37001,2002,0
37001,2003,0
37001,2004,0
37001,2005,0
37001,2006,0
37001,2007,0
37001,2008,1
37001,2009,0
37001,2010,0
37001,2011,1
37001,2012,0
37001,2013,0
37001,2014,0
37001,2015,0
37001,2016,0
37001,2017,1
37001,2018,1
37001,2019,0
37001,2020,0
37001,2021,0
37003,2000,0
37003,2001,0
37003,2002,0
37003,2003,1
37003,2004,0
37003,2005,0
37003,2006,0
37003,2007,0
37003,2008,0
37003,2009,0
37003,2010,0
37003,2011,0
37003,2012,0
37003,2013,0
37003,2014,0
37003,2015,0
37003,2016,0
37003,2017,1
37003,2018,2
37003,2019,0
37003,2020,0
37003,2021,0
37005,2000,0
37005,2001,0
37005,2002,0
37005,2003,0
37005,2004,0
37005,2005,0
37005,2006,0
37005,2007,0
37005,2008,0
37005,2009,0
37005,2010,0
37005,2011,0
37005,2012,0
37005,2013,0
37005,2014,0
37005,2015,0
37005,2016,0
37005,2017,0
37005,2018,1
37005,2019,0
37005,2020,0
37005,2021,0
37007,2000,0
37007,2001,0
37007,2002,0
37007,2003,0
37007,2004,0
37007,2005,0
37007,2006,0
37007,2007,0
37007,2008,0
37007,2009,0
37007,2010,0
37007,2011,0
37007,2012,1
37007,2013,0
37007,2014,0
37007,2015,0
37007,2016,0
37007,2017,1
37007,2018,1
37007,2019,0
37007,2020,0
37007,2021,1
37009,2000,0
37009,2001,0
37009,2002,1
37009,2003,0
37009,2004,0
37009,2005,0
37009,2006,0
37009,2007,1
37009,2008,1
37009,2009,0
37009,2010,0
37009,2011,0
37009,2012,0
37009,2013,0
37009,2014,0
37009,2015,0
37009,2016,0
37009,2017,0
37009,2018,0
37009,2019,0
37009,2020,0
37009,2021,0
37011,2000,0
37011,2001,0
37011,2002,1
37011,2003,1
37011,2004,0
37011,2005,0
37011,2006,0
37011,2007,2
37011,2008,1
37011,2009,0
37011,2010,0
37011,2011,2
37011,2012,0
37011,2013,0
37011,2014,0
37011,2015,0
37011,2016,0
37011,2017,1
37011,2018,0
37011,2019,0
37011,2020,0
37011,2021,0
37013,2000,0
37013,2001,0
37013,2002,0
37013,2003,1
37013,2004,0
37013,2005,1
37013,2006,0
37013,2007,0
37013,2008,0
37013,2009,0
37013,2010,0
37013,2011,0
37013,2012,1
37013,2013,0
37013,2014,0
37013,2015,1
37013,2016,0
37013,2017,0
37013,2018,0
37013,2019,0
37013,2020,0
37013,2021,0
37015,2000,0
37015,2001,0
37015,2002,0
37015,2003,0
37015,2004,0
37015,2005,0
37015,2006,0
37015,2007,0
37015,2008,0
37015,2009,0
37015,2010,0
37015,2011,0
37015,2012,0
37015,2013,0
37015,2014,0
37015,2015,0
37015,2016,0
37015,2017,1
37015,2018,0
37015,2019,0
37015,2020,0
37015,2021,0
37017,2000,0
37017,2001,0
37017,2002,0
37017,2003,3
37017,2004,0
37017,2005,0
37017,2006,0
37017,2007,0
37017,2008,0
37017,2009,0
37017,2010,0
37017,2011,0
37017,2012,0
37017,2013,0
37017,2014,0
37017,2015,1
37017,2016,0
37017,2017,0
37017,2018,1
37017,2019,0
37017,2020,0
37017,2021,0
37019,2000,0
37019,2001,0
37019,2002,0
37019,2003,1
37019,2004,0
37019,2005,0
37019,2006,0
37019,2007,0
37019,2008,0
37019,2009,0
37019,2010,0
37019,2011,0
37019,2012,1
37019,2013,0
37019,2014,1
37019,2015,0
37019,2016,1
37019,2017,2
37019,2018,2
37019,2019,0
37019,2020,0
37019,2021,2
37021,2000,0
37021,2001,0
37021,2002,0
37021,2003,0
37021,2004,0
37021,2005,0
37021,2006,0
37021,2007,0
37021,2008,0
37021,2009,0
37021,2010,0
37021,2011,0
37021,2012,0
37021,2013,0
37021,2014,0
37021,2015,0
37021,2016,0
37021,2017,0
37021,2018,0
37021,2019,1
37021,2020,0
37021,2021,0
37023,2000,0
37023,2001,0
37023,2002,0
37023,2003,0
37023,2004,1
37023,2005,0
37023,2006,0
37023,2007,0
37023,2008,0
37023,2009,0
37023,2010,0
37023,2011,0
37023,2012,0
37023,2013,0
37023,2014,0
37023,2015,0
37023,2016,0
37023,2017,1
37023,2018,2
37023,2019,0
37023,2020,0
37023,2021,1
37025,2000,0
37025,2001,0
37025,2002,1
37025,2003,3
37025,2004,1
37025,2005,1
37025,2006,1
37025,2007,1
37025,2008,0
37025,2009,0
37025,2010,0
37025,2011,0
37025,2012,1
37025,2013,1
37025,2014,0
37025,2015,1
37025,2016,2
37025,2017,1
37025,2018,2
37025,2019,0
37025,2020,1
37025,2021,1
37027,2000,0
37027,2001,0
37027,2002,0
37027,2003,0
37027,2004,0
37027,2005,0
37027,2006,0
37027,2007,1
37027,2008,1
37027,2009,0
37027,2010,0
37027,2011,0
37027,2012,0
37027,2013,0
37027,2014,0
37027,2015,0
37027,2016,0
37027,2017,2
37027,2018,2
37027,2019,0
37027,2020,0
37027,2021,0
37029,2000,0
37029,2001,0
37029,2002,0
37029,2003,0
37029,2004,0
37029,2005,0
37029,2006,0
37029,2007,0
37029,2008,0
37029,2009,0
37029,2010,0
37029,2011,0
37029,2012,1
37029,2013,0
37029,2014,0
37029,2015,0
37029,2016,0
37029,2017,0
37029,2018,3
37029,2019,0
37029,2020,0
37029,2021,0
37031,2000,0
37031,2001,0
37031,2002,0
37031,2003,1
37031,2004,1
37031,2005,0
37031,2006,0
37031,2007,0
37031,2008,0
37031,2009,0
37031,2010,0
37031,2011,0
37031,2012,0
37031,2013,0
37031,2014,0
37031,2015,1
37031,2016,0
37031,2017,0
37031,2018,0
37031,2019,0
37031,2020,0
37031,2021,0
37033,2000,0
37033,2001,0
37033,2002,0
37033,2003,0
37033,2004,0
37033,2005,0
37033,2006,0
37033,2007,0
37033,2008,0
37033,2009,0
37033,2010,0
37033,2011,1
37033,2012,0
37033,2013,0
37033,2014,0
37033,2015,0
37033,2016,0
37033,2017,1
37033,2018,0
37033,2019,0
37033,2020,0
37033,2021,0
37035,2000,0
37035,2001,0
37035,2002,0
37035,2003,1
37035,2004,0
37035,2005,0
37035,2006,0
37035,2007,0
37035,2008,0
37035,2009,0
37035,2010,0
37035,2011,0
37035,2012,0
37035,2013,0
37035,2014,0
37035,2015,0
37035,2016,0
37035,2017,1
37035,2018,0
37035,2019,0
37035,2020,0
37035,2021,1
37037,2000,0
37037,2001,0
37037,2002,0
37037,2003,2
37037,2004,0
37037,2005,0
37037,2006,0
37037,2007,1
37037,2008,0
37037,2009,0
37037,2010,0
37037,2011,1
37037,2012,1
37037,2013,0
37037,2014,0
37037,2015,1
37037,2016,0
37037,2017,1
37037,2018,1
37037,2019,0
37037,2020,0
37037,2021,2
37039,2000,0
37039,2001,0
37039,2002,0
37039,2003,1
37039,2004,0
37039,2005,0
37039,2006,0
37039,2007,0
37039,2008,0
37039,2009,0
37039,2010,0
37039,2011,0
37039,2012,0
37039,2013,0
37039,2014,0
37039,2015,0
37039,2016,0
37039,2017,0
37039,2018,1
37039,2019,0
37039,2020,0
37039,2021,0
37041,2000,0
37041,2001,0
37041,2002,0
37041,2003,0
37041,2004,0
37041,2005,0
37041,2006,0
37041,2007,0
37041,2008,0
37041,2009,0
37041,2010,0
37041,2011,0
37041,2012,0
37041,2013,0
37041,2014,0
37041,2015,0
37041,2016,0
37041,2017,1
37041,2018,0
37041,2019,0
37041,2020,0
37041,2021,0
37043,2000,0
37043,2001,0
37043,2002,0
37043,2003,0
37043,2004,0
37043,2005,0
37043,2006,0
37043,2007,0
37043,2008,0
37043,2009,0
37043,2010,0
37043,2011,0
37043,2012,0
37043,2013,0
37043,2014,0
37043,2015,0
37043,2016,0
37043,2017,0
37043,2018,0
37043,2019,0
37043,2020,0
37043,2021,0
37045,2000,0
37045,2001,0
37045,2002,0
37045,2003,0
37045,2004,0
37045,2005,0
37045,2006,0
37045,2007,0
37045,2008,0
37045,2009,0
37045,2010,0
37045,2011,0
37045,2012,1
37045,2013,0
37045,2014,0
37045,2015,0
37045,2016,0
37045,2017,3
37045,2018,0
37045,2019,1
37045,2020,1
37045,2021,1
37047,2000,0
37047,2001,0
37047,2002,0
37047,2003,0
37047,2004,0
37047,2005,0
37047,2006,0
37047,2007,0
37047,2008,0
37047,2009,0
37047,2010,0
37047,2011,0
37047,2012,1
37047,2013,0
37047,2014,1
37047,2015,0
37047,2016,1
37047,2017,2
37047,2018,1
37047,2019,0
37047,2020,0
37047,2021,3
37049,2000,0
37049,2001,0
37049,2002,0
37049,2003,3
37049,2004,0
37049,2005,1
37049,2006,0
37049,2007,1
37049,2008,0
37049,2009,0
37049,2010,0
37049,2011,0
37049,2012,1
37049,2013,0
37049,2014,0
37049,2015,0
37049,2016,0
37049,2017,0
37049,2018,0
37049,2019,0
37049,2020,0
37049,2021,0
37051,2000,0
37051,2001,0
37051,2002,0
37051,2003,0
37051,2004,0
37051,2005,0
37051,2006,0
37051,2007,0
37051,2008,0
37051,2009,0
37051,2010,0
37051,2011,0
37051,2012,0
37051,2013,0
37051,2014,0
37051,2015,0
37051,2016,0
37051,2017,0
37051,2018,0
37051,2019,0
37051,2020,0
37051,2021,0
37053,2000,0
37053,2001,0
37053,2002,0
37053,2003,2
37053,2004,0
37053,2005,0
37053,2006,0
37053,2007,0
37053,2008,0
37053,2009,0
37053,2010,0
37053,2011,0
37053,2012,1
37053,2013,0
37053,2014,1
37053,2015,0
37053,2016,0
37053,2017,0
37053,2018,4
37053,2019,0
37053,2020,0
37053,2021,0
37055,2000,0
37055,2001,0
37055,2002,0
37055,2003,0
37055,2004,0
37055,2005,0
37055,2006,0
37055,2007,0
37055,2008,0
37055,2009,0
37055,2010,0
37055,2011,0
37055,2012,0
37055,2013,0
37055,2014,0
37055,2015,0
37055,2016,0
37055,2017,0
37055,2018,1
37055,2019,0
37055,2020,0
37055,2021,0
37057,2000,0
37057,2001,0
37057,2002,0
37057,2003,1
37057,2004,0
37057,2005,0
37057,2006,0
37057,2007,1
37057,2008,1
37057,2009,0
37057,2010,0
37057,2011,1
37057,2012,1
37057,2013,0
37057,2014,0
37057,2015,0
37057,2016,0
37057,2017,3
37057,2018,1
37057,2019,0
37057,2020,0
37057,2021,1
37059,2000,0
37059,2001,0
37059,2002,0
37059,2003,1
37059,2004,0
37059,2005,0
37059,2006,0
37059,2007,1
37059,2008,0
37059,2009,0
37059,2010,0
37059,2011,0
37059,2012,1
37059,2013,0
37059,2014,0
37059,2015,0
37059,2016,0
37059,2017,1
37059,2018,0
37059,2019,0
37059,2020,0
37059,2021,1
37061,2000,0
37061,2001,0
37061,2002,0
37061,2003,1
37061,2004,1
37061,2005,0
37061,2006,0
37061,2007,1
37061,2008,0
37061,2009,0
37061,2010,0
37061,2011,0
37061,2012,1
37061,2013,0
37061,2014,0
37061,2015,0
37061,2016,0
37061,2017,0
37061,2018,0
37061,2019,0
37061,2020,0
37061,2021,0
37063,2000,0
37063,2001,0
37063,2002,0
37063,2003,1
37063,2004,0
37063,2005,0
37063,2006,0
37063,2007,1
37063,2008,0
37063,2009,0
37063,2010,0
37063,2011,0
37063,2012,0
37063,2013,0
37063,2014,0
37063,2015,0
37063,2016,0
37063,2017,0
37063,2018,1
37063,2019,0
37063,2020,0
37063,2021,2
37065,2000,0
37065,2001,0
37065,2002,0
37065,2003,0
37065,2004,0
37065,2005,1
37065,2006,0
37065,2007,0
37065,2008,0
37065,2009,0
37065,2010,0
37065,2011,0
37065,2012,1
37065,2013,2
37065,2014,0
37065,2015,0
37065,2016,0
37065,2017,0
37065,2018,0
37065,2019,0
37065,2020,0
37065,2021,0
37067,2000,0
37067,2001,0
37067,2002,0
37067,2003,1
37067,2004,0
37067,2005,0
37067,2006,0
37067,2007,0
37067,2008,1
37067,2009,0
37067,2010,0
37067,2011,1
37067,2012,0
37067,2013,0
37067,2014,0
37067,2015,0
37067,2016,0
37067,2017,1
37067,2018,1
37067,2019,0
37067,2020,0
37067,2021,0
37069,2000,0
37069,2001,0
37069,2002,1
37069,2003,1
37069,2004,0
37069,2005,0
37069,2006,0
37069,2007,1
37069,2008,0
37069,2009,0
37069,2010,0
37069,2011,0
37069,2012,0
37069,2013,1
37069,2014,0
37069,2015,0
37069,2016,0
37069,2017,0
37069,2018,1
37069,2019,0
37069,2020,0
37069,2021,2
37071,2000,0
37071,2001,0
37071,2002,1
37071,2003,2
37071,2004,2
37071,2005,1
37071,2006,1
37071,2007,0
37071,2008,0
37071,2009,0
37071,2010,0
37071,2011,0
37071,2012,1
37071,2013,1
37071,2014,0
37071,2015,1
37071,2016,2
37071,2017,3
37071,2018,2
37071,2019,1
37071,2020,2
37071,2021,1
37073,2000,0
37073,2001,0
37073,2002,0
37073,2003,0
37073,2004,0
37073,2005,0
37073,2006,0
37073,2007,0
37073,2008,0
37073,2009,0
37073,2010,0
37073,2011,0
37073,2012,0
37073,2013,0
37073,2014,0
37073,2015,0
37073,2016,0
37073,2017,1
37073,2018,0
37073,2019,0
37073,2020,0
37073,2021,0
37075,2000,0
37075,2001,0
37075,2002,0
37075,2003,0
37075,2004,0
37075,2005,0
37075,2006,0
37075,2007,0
37075,2008,0
37075,2009,0
37075,2010,0
37075,2011,1
37075,2012,0
37075,2013,0
37075,2014,0
37075,2015,1
37075,2016,0
37075,2017,0
37075,2018,1
37075,2019,0
37075,2020,0
37075,2021,0
37077,2000,0
37077,2001,0
37077,2002,1
37077,2003,3
37077,2004,0
37077,2005,0
37077,2006,0
37077,2007,1
37077,2008,0
37077,2009,0
37077,2010,0
37077,2011,0
37077,2012,1
37077,2013,0
37077,2014,0
37077,2015,1
37077,2016,0
37077,2017,0
37077,2018,2
37077,2019,0
37077,2020,0
37077,2021,2
37079,2000,0
37079,2001,0
37079,2002,0
37079,2003,1
37079,2004,0
37079,2005,1
37079,2006,0
37079,2007,1
37079,2008,0
37079,2009,0
37079,2010,0
37079,2011,0
37079,2012,2
37079,2013,1
37079,2014,0
37079,2015,0
37079,2016,0
37079,2017,0
37079,2018,0
37079,2019,0
37079,2020,0
37079,2021,0
37081,2000,0
37081,2001,0
37081,2002,0
37081,2003,0
37081,2004,0
37081,2005,0
37081,2006,0
37081,2007,0
37081,2008,0
37081,2009,0
37081,2010,0
37081,2011,1
37081,2012,1
37081,2013,0
37081,2014,0
37081,2015,0
37081,2016,0
37081,2017,2
37081,2018,0
37081,2019,0
37081,2020,0
37081,2021,1
37083,2000,0
37083,2001,0
37083,2002,0
37083,2003,1
37083,2004,0
37083,2005,0
37083,2006,0
37083,2007,0
37083,2008,0
37083,2009,0
37083,2010,0
37083,2011,0
37083,2012,0
37083,2013,1
37083,2014,0
37083,2015,0
37083,2016,0
37083,2017,0
37083,2018,0
37083,2019,0
37083,2020,0
37083,2021,0
37085,2000,0
37085,2001,0
37085,2002,0
37085,2003,3
37085,2004,0
37085,2005,0
37085,2006,0
37085,2007,1
37085,2008,0
37085,2009,0
37085,2010,0
37085,2011,0
37085,2012,0
37085,2013,0
37085,2014,0
37085,2015,1
37085,2016,0
37085,2017,0
37085,2018,2
37085,2019,0
37085,2020,0
37085,2021,2
37087,2000,0
37087,2001,0
37087,2002,0
37087,2003,0
37087,2004,0
37087,2005,0
37087,2006,0
37087,2007,0
37087,2008,1
37087,2009,0
37087,2010,0
37087,2011,0
37087,2012,0
37087,2013,1
37087,2014,0
37087,2015,0
37087,2016,0
37087,2017,1
37087,2018,0
37087,2019,0
37087,2020,0
37087,2021,1
37089,2000,0
37089,2001,0
37089,2002,0
37089,2003,0
37089,2004,0
37089,2005,0
37089,2006,0
37089,2007,0
37089,2008,0
37089,2009,0
37089,2010,0
37089,2011,0
37089,2012,2
37089,2013,1
37089,2014,1
37089,2015,0
37089,2016,0
37089,2017,3
37089,2018,1
37089,2019,2
37089,2020,0
37089,2021,1
37091,2000,0
37091,2001,0
37091,2002,0
37091,2003,0
37091,2004,0
37091,2005,0
37091,2006,0
37091,2007,0
37091,2008,0
37091,2009,0
37091,2010,0
37091,2011,0
37091,2012,0
37091,2013,0
37091,2014,0
37091,2015,0
37091,2016,0
37091,2017,0
37091,2018,0
37091,2019,0
37091,2020,0
37091,2021,0
37093,2000,0
37093,2001,0
37093,2002,0
37093,2003,2
37093,2004,0
37093,2005,0
37093,2006,0
37093,2007,0
37093,2008,0
37093,2009,0
37093,2010,0
37093,2011,0
37093,2012,1
37093,2013,0
37093,2014,0
37093,2015,1
37093,2016,0
37093,2017,0
37093,2018,1
37093,2019,0
37093,2020,0
37093,2021,0
37095,2000,0
37095,2001,0
37095,2002,0
37095,2003,3
37095,2004,0
37095,2005,0
37095,2006,0
37095,2007,0
37095,2008,0
37095,2009,0
37095,2010,0
37095,2011,0
37095,2012,0
37095,2013,0
37095,2014,0
37095,2015,0
37095,2016,0
37095,2017,0
37095,2018,0
37095,2019,0
37095,2020,0
37095,2021,0
37097,2000,0
37097,2001,0
37097,2002,1
37097,2003,3
37097,2004,1
37097,2005,1
37097,2006,1
37097,2007,1
37097,2008,0
37097,2009,0
37097,2010,0
37097,2011,0
37097,2012,2
37097,2013,1
37097,2014,0
37097,2015,1
37097,2016,2
37097,2017,2
37097,2018,4
37097,2019,0
37097,2020,1
37097,2021,2
37099,2000,0
37099,2001,0
37099,2002,0
37099,2003,1
37099,2004,0
37099,2005,0
37099,2006,0
37099,2007,0
37099,2008,0
37099,2009,0
37099,2010,0
37099,2011,0
37099,2012,2
37099,2013,0
37099,2014,0
37099,2015,0
37099,2016,0
37099,2017,0
37099,2018,0
37099,2019,1
37099,2020,0
37099,2021,0
37101,2000,0
37101,2001,0
37101,2002,0
37101,2003,2
37101,2004,0
37101,2005,0
37101,2006,0
37101,2007,1
37101,2008,0
37101,2009,0
37101,2010,0
37101,2011,0
37101,2012,1
37101,2013,2
37101,2014,0
37101,2015,0
37101,2016,0
37101,2017,0
37101,2018,1
37101,2019,0
37101,2020,0
37101,2021,2
37103,2000,0
37103,2001,0
37103,2002,0
37103,2003,3
37103,2004,1
37103,2005,0
37103,2006,0
37103,2007,1
37103,2008,0
37103,2009,0
37103,2010,0
37103,2011,0
37103,2012,0
37103,2013,0
37103,2014,0
37103,2015,1
37103,2016,0
37103,2017,0
37103,2018,0
37103,2019,0
37103,2020,0
37103,2021,0
37105,2000,0
37105,2001,0
37105,2002,0
37105,2003,0
37105,2004,0
37105,2005,0
37105,2006,0
37105,2007,0
37105,2008,0
37105,2009,0
37105,2010,0
37105,2011,0
37105,2012,0
37105,2013,0
37105,2014,0
37105,2015,0
37105,2016,0
37105,2017,0
37105,2018,0
37105,2019,0
37105,2020,0
37105,2021,0
37107,2000,0
37107,2001,0
37107,2002,0
37107,2003,1
37107,2004,0
37107,2005,1
37107,2006,0
37107,2007,0
37107,2008,0
37107,2009,0
37107,2010,0
37107,2011,0
37107,2012,2
37107,2013,0
37107,2014,0
37107,2015,1
37107,2016,0
37107,2017,0
37107,2018,0
37107,2019,0
37107,2020,0
37107,2021,0
37109,2000,0
37109,2001,0
37109,2002,1
37109,2003,3
37109,2004,2
37109,2005,1
37109,2006,1
37109,2007,0
37109,2008,0
37109,2009,0
37109,2010,0
37109,2011,0
37109,2012,1
37109,2013,1
37109,2014,0
37109,2015,1
37109,2016,2
37109,2017,3
37109,2018,4
37109,2019,0
37109,2020,1
37109,2021,0
37111,2000,0
37111,2001,0
37111,2002,0
37111,2003,0
37111,2004,0
37111,2005,0
37111,2006,0
37111,2007,0
37111,2008,0
37111,2009,0
37111,2010,0
37111,2011,0
37111,2012,0
37111,2013,0
37111,2014,0
37111,2015,0
37111,2016,0
37111,2017,1
37111,2018,0
37111,2019,0
37111,2020,0
37111,2021,1
37113,2000,0
37113,2001,0
37113,2002,0
37113,2003,2
37113,2004,0
37113,2005,0
37113,2006,0
37113,2007,0
37113,2008,0
37113,2009,0
37113,2010,0
37113,2011,0
37113,2012,2
37113,2013,0
37113,2014,0
37113,2015,0
37113,2016,0
37113,2017,0
37113,2018,0
37113,2019,0
37113,2020,0
37113,2021,0
37115,2000,0
37115,2001,0
37115,2002,0
37115,2003,0
37115,2004,1
37115,2005,1
37115,2006,0
37115,2007,0
37115,2008,1
37115,2009,0
37115,2010,0
37115,2011,0
37115,2012,2
37115,2013,0
37115,2014,0
37115,2015,0
37115,2016,0
37115,2017,0
37115,2018,0
37115,2019,1
37115,2020,0
37115,2021,1
37117,2000,0
37117,2001,0
37117,2002,0
37117,2003,1
37117,2004,0
37117,2005,1
37117,2006,0
37117,2007,0
37117,2008,0
37117,2009,0
37117,2010,0
37117,2011,0
37117,2012,1
37117,2013,0
37117,2014,0
37117,2015,0
37117,2016,0
37117,2017,0
37117,2018,0
37117,2019,0
37117,2020,0
37117,2021,0
37119,2000,0
37119,2001,0
37119,2002,0
37119,2003,1
37119,2004,0
37119,2005,0
37119,2006,0
37119,2007,0
37119,2008,0
37119,2009,0
37119,2010,0
37119,2011,0
37119,2012,1
37119,2013,0
37119,2014,0
37119,2015,0
37119,2016,0
37119,2017,2
37119,2018,0
37119,2019,1
37119,2020,1
37119,2021,3
37121,2000,0
37121,2001,0
37121,2002,0
37121,2003,1
37121,2004,0
37121,2005,0
37121,2006,0
37121,2007,1
37121,2008,0
37121,2009,0
37121,2010,0
37121,2011,2
37121,2012,0
37121,2013,0
37121,2014,0
37121,2015,0
37121,2016,0
37121,2017,0
37121,2018,0
37121,2019,0
37121,2020,0
37121,2021,0
37123,2000,0
37123,2001,0
37123,2002,0
37123,2003,0
37123,2004,0
37123,2005,0
37123,2006,0
37123,2007,1
37123,2008,0
37123,2009,0
37123,2010,0
37123,2011,0
37123,2012,0
37123,2013,0
37123,2014,0
37123,2015,0
37123,2016,0
37123,2017,0
37123,2018,0
37123,2019,0
37123,2020,0
37123,2021,0
37125,2000,0
37125,2001,0
37125,2002,0
37125,2003,2
37125,2004,0
37125,2005,0
37125,2006,0
37125,2007,0
37125,2008,0
37125,2009,0
37125,2010,0
37125,2011,0
37125,2012,1
37125,2013,0
37125,2014,0
37125,2015,1
37125,2016,0
37125,2017,1
37125,2018,1
37125,2019,0
37125,2020,0
37125,2021,0
37127,2000,0
37127,2001,0
37127,2002,0
37127,2003,2
37127,2004,0
37127,2005,0
37127,2006,0
37127,2007,1
37127,2008,0
37127,2009,0
37127,2010,0
37127,2011,0
37127,2012,0
37127,2013,1
37127,2014,0
37127,2015,0
37127,2016,0
37127,2017,0
37127,2018,1
37127,2019,0
37127,2020,0
37127,2021,2
37129,2000,0
37129,2001,0
37129,2002,0
37129,2003,0
37129,2004,0
37129,2005,0
37129,2006,0
37129,2007,0
37129,2008,0
37129,2009,0
37129,2010,0
37129,2011,0
37129,2012,0
37129,2013,0
37129,2014,0
37129,2015,0
37129,2016,0
37129,2017,0
37129,2018,0
37129,2019,0
37129,2020,0
37129,2021,1
37131,2000,0
37131,2001,0
37131,2002,0
37131,2003,0
37131,2004,0
37131,2005,0
37131,2006,0
37131,2007,0
37131,2008,0
37131,2009,0
37131,2010,0
37131,2011,0
37131,2012,0
37131,2013,0
37131,2014,0
37131,2015,0
37131,2016,0
37131,2017,1
37131,2018,0
37131,2019,0
37131,2020,0
37131,2021,0
37133,2000,0
37133,2001,0
37133,2002,0
37133,2003,1
37133,2004,0
37133,2005,0
37133,2006,0
37133,2007,0
37133,2008,0
37133,2009,0
37133,2010,0
37133,2011,0
37133,2012,0
37133,2013,0
37133,2014,0
37133,2015,0
37133,2016,0
37133,2017,0
37133,2018,0
37133,2019,0
37133,2020,0
37133,2021,0
37135,2000,0
37135,2001,0
37135,2002,0
37135,2003,1
37135,2004,0
37135,2005,0
37135,2006,0
37135,2007,0
37135,2008,0
37135,2009,0
37135,2010,0
37135,2011,1
37135,2012,1
37135,2013,0
37135,2014,0
37135,2015,1
37135,2016,0
37135,2017,1
37135,2018,0
37135,2019,0
37135,2020,0
37135,2021,0
37137,2000,0
37137,2001,0
37137,2002,0
37137,2003,3
37137,2004,0
37137,2005,0
37137,2006,0
37137,2007,0
37137,2008,0
37137,2009,0
37137,2010,0
37137,2011,0
37137,2012,0
37137,2013,0
37137,2014,0
37137,2015,1
37137,2016,0
37137,2017,0
37137,2018,0
37137,2019,0
37137,2020,0
37137,2021,0
37139,2000,0
37139,2001,0
37139,2002,0
37139,2003,0
37139,2004,0
37139,2005,0
37139,2006,0
37139,2007,0
37139,2008,0
37139,2009,0
37139,2010,0
37139,2011,0
37139,2012,0
37139,2013,0
37139,2014,0
37139,2015,0
37139,2016,0
37139,2017,0
37139,2018,0
37139,2019,0
37139,2020,0
37139,2021,0
37141,2000,0
37141,2001,0
37141,2002,0
37141,2003,1
37141,2004,1
37141,2005,0
37141,2006,0
37141,2007,0
37141,2008,0
37141,2009,0
37141,2010,0
37141,2011,0
37141,2012,0
37141,2013,0
37141,2014,0
37141,2015,0
37141,2016,0
37141,2017,0
37141,2018,1
37141,2019,0
37141,2020,0
37141,2021,1
37143,2000,0
37143,2001,0
37143,2002,0
37143,2003,0
37143,2004,0
37143,2005,0
37143,2006,0
37143,2007,0
37143,2008,0
37143,2009,0
37143,2010,0
37143,2011,0
37143,2012,0
37143,2013,0
37143,2014,0
37143,2015,0
37143,2016,0
37143,2017,0
37143,2018,0
37143,2019,0
37143,2020,0
37143,2021,0
37145,2000,0
37145,2001,0
37145,2002,0
37145,2003,1
37145,2004,0
37145,2005,0
37145,2006,0
37145,2007,0
37145,2008,0
37145,2009,0
37145,2010,0
37145,2011,0
37145,2012,1
37145,2013,0
37145,2014,0
37145,2015,1
37145,2016,0
37145,2017,0
37145,2018,0
37145,2019,0
37145,2020,0
37145,2021,0
37147,2000,0
37147,2001,0
37147,2002,0
37147,2003,3
37147,2004,0
37147,2005,0
37147,2006,0
37147,2007,1
37147,2008,0
37147,2009,0
37147,2010,0
37147,2011,0
37147,2012,0
37147,2013,1
37147,2014,0
37147,2015,1
37147,2016,0
37147,2017,0
37147,2018,0
37147,2019,0
37147,2020,0
37147,2021,0
37149,2000,0
37149,2001,0
37149,2002,0
37149,2003,0
37149,2004,0
37149,2005,0
37149,2006,0
37149,2007,0
37149,2008,0
37149,2009,0
37149,2010,0
37149,2011,0
37149,2012,2
37149,2013,1
37149,2014,1
37149,2015,0
37149,2016,0
37149,2017,4
37149,2018,1
37149,2019,1
37149,2020,1
37149,2021,0
37151,2000,0
37151,2001,0
37151,2002,0
37151,2003,0
37151,2004,0
37151,2005,0
37151,2006,0
37151,2007,0
37151,2008,1
37151,2009,0
37151,2010,0
37151,2011,2
37151,2012,0
37151,2013,0
37151,2014,0
37151,2015,0
37151,2016,0
37151,2017,3
37151,2018,1
37151,2019,0
37151,2020,0
37151,2021,0
37153,2000,0
37153,2001,0
37153,2002,0
37153,2003,0
37153,2004,0
37153,2005,0
37153,2006,0
37153,2007,0
37153,2008,0
37153,2009,0
37153,2010,0
37153,2011,0
37153,2012,2
37153,2013,0
37153,2014,0
37153,2015,0
37153,2016,0
37153,2017,1
37153,2018,1
37153,2019,0
37153,2020,0
37153,2021,0
37155,2000,0
37155,2001,0
37155,2002,0
37155,2003,3
37155,2004,0
37155,2005,0
37155,2006,0
37155,2007,0
37155,2008,0
37155,2009,0
37155,2010,0
37155,2011,0
37155,2012,3
37155,2013,0
37155,2014,1
37155,2015,1
37155,2016,1
37155,2017,2
37155,2018,3
37155,2019,0
37155,2020,0
37155,2021,2
37157,2000,0
37157,2001,0
37157,2002,0
37157,2003,0
37157,2004,0
37157,2005,0
37157,2006,0
